full_text,precinct,shape_area,shape_len,ward,TOTPOP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER,NH_2MORE,HISP,H_WHITE,H_BLACK,H_AMIN,H_ASIAN,H_NHPI,H_OTHER,H_2MORE,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP,2MOREVAP,TOTHH,LESS_10K,10K_15K,15K_20K,20K_25K,25K_30K,30K_35K,35K_40K,40K_45K,45K_50K,50K_60K,60K_75K,75K_100K,100K_125K,125K_150K,150K_200K,200K_MORE,JOINID,TOTV_19,JOYCE_19,VALLAS_19,WILSON_19,PRECK_19,DALEY_19,MCCART_19,CHICO_19,MEND_19,ENYIA_19,FORD_19,SALGRIF_19,LHGTFT_19,FIORETTI_1,KOZLAR_19,TOTV_RO15,RO_E15,RO_G15,TOTV_G15,EMAN_G15,WILS_G15,FIORET_G15,GARCIA_G15,WALLS_G15,TOTPOP19,NH_WHITE19,NH_BLACK19,NH_AMIN19,NH_ASIAN19,NH_NHPI19,NH_OTHER19,NH_2MORE19,HISP19,H_WHITE19,H_BLACK19,H_AMIN19,H_ASIAN19,H_NHPI19,H_OTHER19,H_2MORE19,Ward_Prec,MAY19LL,MAY19TP,COUNTY,HVAP_pct,WVAP_pct,BVAP_pct,AMINVAP_pct,ASIANVAP_pct,NHPIVAP_pct,OTHERVAP_pct,2MOREVAP_pct,LESS_10K_pct,10K_15K_pct,15K_20K_pct,20K_25K_pct,25K_30K_pct,30K_35K_pct,35K_40K_pct,40K_45K_pct,45K_50K_pct,50K_60K_pct,60K_75K_pct,75K_100K_pct,100K_125K_pct,125K_150K_pct,150K_200K_pct,200K_MORE_pct,GARCIA_G15_pct,EMAN_G15_pct
41027,27,309076162.8,139749.4303,41,2197.199822,1842.147074,37.52380968,0,78.76849971,0,0.998978185,27.99912084,209.7623396,136.7733089,4,1,0,0,55.98937579,11.99965494,1755.191285,151.7782984,1492.879858,28.7613615,0,55.77239203,0,0,25.99937489,2481.53614,134.3876378,242.2784259,131.9151557,182.2695337,172.3493324,111.6001702,71.49537798,146.7972216,76.6367093,177.1455753,385.0404123,289.4732372,157.3674582,102.8899002,48.11169529,51.77829746,C41027,222,34,31,12,6,44,22,20,25,6,1,0,15,4,2,276,184,92,154,60,2,15,72,5,4052,3273.539203,49.59853033,0,161.1418141,1.162063953,0,30.29799002,536.2603991,411.6121596,3.295395758,0,0,0.008270159,121.3149388,0.029634735,41-27,147,34,Cook,0.086473936,0.850551089,0.016386454,0,0.031775677,0,0,0.014812844,0.054155019,0.097632439,0.053158668,0.073450284,0.069452679,0.044972212,0.028810936,0.059155786,0.03088277,0.07138545,0.155162122,0.116650825,0.06341534,0.041462181,0.019387868,0.020865421,0.467532468,0.38961039
5025,25,25695249.81,35894.52218,5,1179.000035,40.00000205,1063.000032,2,3.000000273,1.96E-07,2,38.00000001,31.00000075,0.999999998,11.00000039,1,0,0,7,11.00000036,922.0000346,18.00000055,34.00000244,839.000031,2,3.000000261,1.96E-07,2,24.0000002,2159.706274,368.3369306,210.1728958,157.8204673,103.1048793,149.2734364,46.95997356,63.89233454,81.7268006,37.61252862,232.8171575,163.4608704,143.9311918,118.8465156,49.39812554,65.02421276,167.3279535,C05025,316,2,7,36,115,34,1,6,14,29,8,0,61,1,0,339,184,155,163,71,49,7,28,8,1179,57.02609419,1101.726411,17.80599484,0,0,0,0,2.441500167,0,2.426174497,0,0,0,0.01532567,0,25-May,204,126,Cook,0.019522776,0.036876357,0.909978307,0.002169197,0.003253796,2.13E-10,0.002169197,0.026030368,0.170549549,0.0973155,0.073074968,0.047740232,0.069117471,0.021743685,0.029583807,0.037841628,0.017415576,0.10780038,0.075686621,0.066643874,0.055029018,0.022872613,0.030107896,0.077477181,0.171779141,0.435582822
48041,41,1248112.661,4917.914119,48,2077.999953,789.9999852,584.9999937,4,190.9999928,0,4,52.99999827,450.9999831,225.9999948,13,18.99999926,1,0,164.9999906,26.9999985,1810.999964,329.9999896,749.9999864,502.9999942,4,177.9999941,0,4,41.99999926,1475.699322,266.9912812,204.9178152,150.8111675,93.23485758,141.7653914,95.06917711,68.23241908,79.92407546,34.57977192,105.5364246,67.06855078,20.89086504,49.32954263,16.99999819,42.17399306,38.17399093,C48041,366,7,5,12,84,35,6,11,25,62,3,1,106,4,3,296,150,146,286,108,64,9,89,16,2078,863.2764529,440.4667519,25.20541082,272.4965701,0,0,48.7442246,427.8105897,391.2979667,0,0,0,0,20.19518925,16.31743373,48-41,211,137,Cook,0.182219766,0.414135837,0.277747103,0.002208725,0.098288237,0,0.002208725,0.023191607,0.180925258,0.138861496,0.102196406,0.063180118,0.096066583,0.064423135,0.046237345,0.054160136,0.023432803,0.071516211,0.045448656,0.014156586,0.033427909,0.011519961,0.028578988,0.025868407,0.311188811,0.377622378
3024,24,5716768.43,12629.24018,3,1677.000001,17.00000003,1595.000001,2,3,0,1,28,31.00000002,6,15.00000002,0,1,0,8,1,1210.000001,25,16.00000003,1149.000001,0,3,0,1,16,921.8833973,251.3347553,177.8338306,87.3854214,103.7373166,15.8103336,32.28999408,38.96216711,27.61937749,19.27945957,44.48904497,50.1182297,22.47244466,38.62620624,10.66706043,4.15E-07,1.257755154,C03024,266,6,8,77,65,32,4,7,4,22,4,2,33,1,0,291,188,103,225,107,7,32,79,0,1677,23.00207039,1597.690313,1.015037594,9.637681159,0,0,7.778958265,37.87593985,0.845864662,29.92808107,0,6.086956522,0,1.015037594,0,24-Mar,179,107,Cook,0.020661157,0.013223141,0.949586777,0,0.002479339,0,0.000826446,0.01322314,0.272631827,0.192902737,0.094790102,0.11252759,0.017150036,0.035026115,0.042263661,0.02995973,0.020913122,0.048258863,0.054365042,0.024376667,0.041899232,0.011570943,4.51E-10,0.001364332,0.351111111,0.475555556
2045,45,476271.1449,2986.071131,2,1448.999997,830.9999984,352.9999999,3.999999989,172.9999991,1,3,16,67.9999995,40.99999952,7.999999995,0,0,0,15.99999999,3,1407.999997,64.9999995,806.9999984,349.9999999,2.999999995,162.9999993,1,3,16,1060.952632,316.048923,176.6260859,36.99999084,12.99999985,4.92E-07,53.81305349,14.00000108,18.81033998,8.42E-07,29.23593488,67.62612557,58.27948646,131.2250251,61.24681963,52.6234072,31.41743719,C02045,323,23,15,21,52,61,18,15,32,20,4,0,53,3,5,342,238,104,213,56,15,6,132,4,1449,764.2472215,299.4009217,0,221.9045812,0,0,96,67.44727568,12.85714286,0,0,0,0,42.62618596,11.96394687,Feb-45,241,83,Cook,0.046164772,0.573153409,0.248579546,0.002130682,0.115767045,0.000710227,0.002130682,0.011363636,0.297891643,0.166478767,0.03487431,0.012253139,4.64E-10,0.050721448,0.013195689,0.01772967,7.94E-10,0.027556306,0.063740947,0.05493128,0.123686036,0.057728138,0.049600148,0.029612479,0.61971831,0.262910798
20029,29,4269570.512,10168.30828,20,1520.99999,11.99999988,1444.999991,0,27.99999947,0,1,9.999999976,24.99999994,0.999999938,23,0,1,0,0,0,1143.999992,7.999999938,10.99999988,1087.999993,0,26.99999947,0,1,8.999999976,560.2982565,175.067859,167.5596392,34.4178297,31.68741637,73.93204637,3.343783297,14.45360402,5.308853186,6.846120061,2.249040202,13.71181219,25.64518913,2.286905749,3.78815788,0,1.31E-07,C20029,337,6,4,134,78,23,1,5,10,17,6,3,44,3,0,325,203,122,177,68,6,16,85,2,1521,23.84147114,1458.697652,0,14.48863636,0,0,0,23.97224008,20.4867935,0,0.587719298,0,0,2.897727273,0,20-29,176,119,Cook,0.006993007,0.009615385,0.951048951,0,0.023601398,0,0.000874126,0.007867133,0.312454763,0.299054365,0.061427694,0.056554551,0.131951234,0.005967863,0.025796268,0.009475049,0.012218707,0.004014005,0.024472345,0.045770603,0.004081586,0.006760967,0,2.34E-10,0.480225989,0.384180791
10013,13,202740181.1,70199.48025,10,1655.999998,60,391.0000019,3.999999992,2,0,0,25.99999982,1172.999996,513.9999975,27,5,0,0,593.9999994,32.99999928,1168.999998,853.9999972,51,243.0000012,2.999999992,2,0,0,15.99999982,1107.499477,280.3045802,166.0869028,100.2290516,85.98485406,64.34952635,39.19708668,35.61635965,29.25917435,9.503373167,37.75612434,99.76563914,78.67087958,61.9973322,0.478395416,15.80471629,2.495481556,C10013,242,9,13,19,8,22,6,85,60,4,2,0,10,2,1,367,125,242,291,135,49,15,73,19,1656,69.69512195,770.7332809,0,0,0,0,3.570967742,812.0006294,737.1807238,7.935483871,0,0,0,66.88442172,0,13-Oct,141,34,Cook,0.730538921,0.043627032,0.207869976,0.002566296,0.001710864,0,0,0.013686912,0.253096806,0.149965671,0.090500315,0.077638731,0.058103437,0.03539242,0.032159256,0.026419132,0.008580928,0.034091325,0.090081884,0.071034688,0.055979559,0.00043196,0.014270631,0.002253258,0.250859107,0.463917526
29021,21,1940289.177,5575.044341,29,2116.999958,9,2061.999959,2,1,1,0,7.999998754,34,6,6,0,0,0,19,3,1486.999973,23,9,1444.999974,2,1,1,0,5.999998754,792.9999256,74.00000375,162.9999824,14.0000007,68.99999422,19.99999782,79.99998985,56.99999274,55.99999477,14.99999946,21.99999852,99.99998697,21.99999803,31.99999551,36.99999476,31.9999955,7.04E-07,C29021,251,3,1,88,51,21,2,0,11,21,10,0,36,4,1,288,181,107,259,115,5,13,125,1,2117,36.36285561,2043.13795,0,0,0,0,20.45410628,17.04508857,17.04508857,0,0,0,0,0,0,29-21,189,72,Cook,0.015467384,0.006052455,0.971755212,0.00134499,0.000672495,0.000672495,0,0.004034969,0.093316533,0.205548547,0.017654479,0.08701135,0.025220681,0.10088272,0.071878938,0.070617907,0.018915512,0.02774275,0.1261034,0.027742749,0.040353088,0.046658258,0.040353088,8.88E-10,0.482625483,0.444015444
4011,11,3127425.562,11089.0378,4,2040.999957,33.99999994,1941.999958,1.999999876,7,2,4.999999751,27.99999994,20.99999988,9,6,0,0,0,1.999999876,4,1405.999975,13.99999994,24.99999994,1340.999976,1.999999876,6,2,1,14.99999994,996.4385989,331.8911588,162.6169469,73.04426663,74.16772784,41.9579222,45.32266283,51.92035644,63.6593793,8.657484137,58.18011945,32.55079908,32.36362244,6.846678073,3.315689156,9.943784705,8.88E-07,C04011,303,3,5,77,83,26,1,5,8,38,8,1,39,4,0,340,221,119,279,181,9,22,63,4,2041,13.08129386,1936.544368,0,16.86391334,0,10.93383743,5.28551532,58.29107253,42.87344497,2.466573816,0,0,0,8.370273794,4.580779944,11-Apr,198,122,Cook,0.009957326,0.017780939,0.953769558,0.001422475,0.004267425,0.001422475,0.000711238,0.010668563,0.333077381,0.163198161,0.073305336,0.074432813,0.042107885,0.045484652,0.052105927,0.063886906,0.008688427,0.058388063,0.03266714,0.032479294,0.006871149,0.00332754,0.009979325,8.91E-10,0.225806452,0.64874552
10001,1,5626781.36,10344.12708,10,1240.93685,31.31228334,732,3,2,0,0,7,465.6245667,211.6245667,17,0,0,0,220,17,894.93685,353.6245667,31.31228334,500,2,2,0,0,6,696.1688977,172.4439308,159.9955678,88.61529981,55.75919789,15.04341228,23.16513954,20.6579039,20.66535663,15.11934714,36.77627778,44.99327291,20.8023195,6.860657165,1.05E-07,15.27121436,1.63E-07,C10001,207,3,5,37,50,15,1,23,32,14,1,0,21,1,1,250,127,123,167,64,51,6,38,8,1240,45.93602344,738.425307,0,11.4479638,0,0,2.279503106,441.9112026,292.1568913,25.07453416,0,0,0,116.8134735,7.866303645,1-Oct,154,59,Cook,0.395139128,0.03498826,0.558698639,0.002234795,0.002234795,0,0,0.006704384,0.247704158,0.229822918,0.127289944,0.080094354,0.021608854,0.033275172,0.029673696,0.029684401,0.02171793,0.05282666,0.064629823,0.029881139,0.009854875,1.50E-10,0.021936077,2.35E-10,0.22754491,0.383233533
48031,31,1093625.559,4308.690572,48,2607.000133,945.0001205,835.9999942,5.000000393,328.0000149,0,10.00000009,66.00000029,417.0000023,162.0000066,17.00000057,8.000000291,0.999999949,0,204.9999938,24.00000108,2241.000132,326.0000056,888.0001147,702.9999959,5.000000393,255.0000148,0,6.00000024,58.00000044,1433.772105,123.5597518,157.2798593,60.23187416,120.1195061,57.65576834,114.1113211,51.31970943,166.9999889,32.36771735,225.5832213,142.8876186,120.2798677,61.37588979,2.31E-06,5.54E-06,3.40E-06,C48031,368,17,17,10,83,44,11,8,26,57,3,0,90,0,2,359,183,176,340,118,77,24,98,23,2607,707.9116779,818.1336545,0,391.1255262,0,0,117.7874953,572.0416461,491.9994242,0,18.63281825,0,0,61.40940366,0,48-31,236,116,Cook,0.145470766,0.396251701,0.313699221,0.002231147,0.113788487,0,0.002677376,0.025881302,0.086178097,0.109696554,0.042009378,0.08377866,0.040212645,0.079588186,0.035793491,0.116475965,0.022575218,0.157335479,0.099658529,0.083890506,0.042807284,1.61E-09,3.87E-09,2.37E-09,0.288235294,0.347058824
20013,13,4722734.738,8882.764063,20,1790.999963,3.00000012,1732.999964,11,0.999999962,0,2,21.99999975,18.99999943,2.999999913,11.99999964,0.99999995,0,0,2,0.999999933,1223.99997,10.99999965,2.00000012,1181.999971,9,0.999999962,0,2,16.99999975,715.3681372,197.3188002,140.6203522,99.21359644,51.84192765,42.70938699,59.72287734,46.88003721,7.761150593,41.3088321,6.730739228,9.952505968,2.15416026,3.590265569,2.055476037,0,3.50802938,C20013,287,4,4,119,65,14,2,0,13,25,4,2,28,4,1,283,157,126,121,42,5,10,62,2,1791,17.65904808,1764.192713,0,8.839122486,0,0.309116809,0,0,0,0,0,0,0,0,0,20-13,208,87,Cook,0.008986928,0.001633987,0.965686274,0.007352941,0.000816993,0,0.001633987,0.013888889,0.275828332,0.196570612,0.138688867,0.07246888,0.059702669,0.083485515,0.065532744,0.01084917,0.057744859,0.009408777,0.013912426,0.003011261,0.005018766,0.002873312,0,0.00490381,0.512396694,0.347107438
3012,12,1534114.863,6117.44535,3,896.9999688,25.99999845,826.9999732,8,2.000000096,0,2.999999939,17.99999776,12.9999993,2.999999877,1,0,0,0,7.999999332,1.000000096,731.9999732,8.999999209,23.9999987,675.9999775,7,2.000000048,0,0.999999939,12.99999783,809.9590308,182.5987043,133.4980674,83.01070459,44.72660547,49.33081408,49.33081453,40.40795089,55.13350019,3.23110871,27.56398109,26.42589856,19.49470976,37.70995811,20.23766337,18.52650369,18.73204611,C03012,384,6,8,86,124,25,2,4,8,42,9,0,64,3,0,365,211,154,272,134,1,14,120,3,897,13.56032086,854.7520948,0,0,0,0,18.25824143,10.42934287,0.723895582,0,3.861088546,0,0,4.964256702,0.880102041,12-Mar,240,135,Cook,0.012295081,0.032786885,0.923497271,0.009562842,0.002732241,0,0.00136612,0.017759561,0.225441902,0.164820765,0.102487535,0.055220824,0.06090532,0.060905321,0.049888882,0.068069493,0.003989225,0.034031328,0.032626216,0.02406876,0.046557859,0.024986033,0.022873384,0.023127153,0.441176471,0.492647059
46034,34,1478803.098,5869.724722,46,1470.999985,979.9999882,149.9999997,1,47.99999947,0,2.999999999,21.99999968,266.9999984,106.9999995,4,0,1.999999967,0,146.9999988,6.999999999,1323.999986,187.9999984,930.999989,139.9999998,1,45.99999952,0,1.999999999,15.99999978,804.1869224,76.73249532,131.4043875,58.84992964,1.58E-05,7.64E-07,7.803309821,9.754131367,31.92624834,37.39083826,46.23781761,43.78422712,36.00002525,59.38533167,30.53284849,68.17761738,166.2076981,C46034,407,15,21,9,80,36,5,25,45,40,2,0,122,4,3,346,221,125,136,53,40,4,33,6,1471,1074.437237,23.25784609,0,175.2855362,0,0,10.7612978,187.2580829,107.5405505,34.71986971,0,0,0,12.42292341,32.57473928,46-34,280,101,Cook,0.141993958,0.703172204,0.105740182,0.000755287,0.034743202,0,0.001510574,0.012084592,0.095416244,0.163400304,0.073179416,1.96E-08,9.50E-10,0.009703353,0.012129184,0.039700034,0.046495208,0.057496356,0.054445336,0.044765743,0.073845185,0.037967353,0.084778321,0.206677942,0.242647059,0.389705882
3018,18,6325469.342,11538.33384,3,1229.999953,163.9999944,859.9999702,2.999999765,123.9999918,0,0,24.99999927,53.99999809,15.99999949,7.999999687,8.999999922,0,0,17.99999923,2.999999765,1021.999957,46.99999817,146.9999947,684.9999731,2.999999765,121.9999919,0,0,17.99999934,1265.90972,392.1856581,129.0113591,92.32600838,113.7599459,66.06742684,61.25268344,21.8200643,17.43412697,38.62644996,68.80407359,80.57285705,62.73241305,38.77004827,32.66768542,30.92498479,18.95393463,C03018,396,8,12,91,97,44,6,8,15,32,7,1,60,10,1,432,264,168,297,161,5,28,103,0,1230,163.9448874,780.6893842,0,140.314069,0,31.47853736,54.69604922,58.87707283,47.8676421,6.287650123,0,4.721780604,0,0,0,18-Mar,309,105,Cook,0.045988258,0.143835617,0.670254405,0.002935421,0.119373774,0,0,0.017612525,0.309805393,0.101911975,0.072932538,0.089864186,0.052189683,0.048386297,0.017236667,0.013772014,0.0305128,0.054351485,0.063648186,0.049555203,0.030626235,0.025805699,0.02442906,0.01497258,0.346801347,0.542087542
3003,3,3478741.517,8993.59257,3,1494.999999,162.0000004,898.9999998,1.999999989,380.999999,0,0,25.99999997,25.00000009,11.00000004,4,0,3.999999978,0,4.000000068,2,1201.999999,22.00000009,153.0000003,653.9999997,1.999999989,353.999999,0,0,16.99999998,959.2349132,254.0267373,122.6000471,95.35565304,126.5963823,111.7731826,70.24843852,1.427204581,2.016582208,19.5946685,6.56709141,27.53878899,39.37130764,15.57726622,13.84986329,29.12876973,23.5629298,C03003,320,20,6,48,87,33,2,16,22,20,7,2,51,1,0,343,241,102,217,59,2,9,146,1,1495,278.0096777,828.2569461,0,356.0365256,0,0,23.59827385,9.098576773,3.015340364,3.235248331,1.423994039,0,0,0,1.423994039,3-Mar,206,113,Cook,0.018302829,0.127287854,0.544093178,0.001663894,0.294509151,0,0,0.014143095,0.264822239,0.127810243,0.09940803,0.131976412,0.116523264,0.073233822,0.001487857,0.002102282,0.020427393,0.006846176,0.028709119,0.04104449,0.016239261,0.014438448,0.03036667,0.024564295,0.67281106,0.271889401
46023,23,653087.9002,3307.873008,46,1150.000085,461.000011,440.0000448,4.00000054,42.0000125,0,3,38.00000262,162.0000133,59.00000485,11.00000078,1,1.35E-07,0,70.00000714,21.00000039,1003.000062,125.0000101,439.0000101,372.0000296,3.00000027,36.00000995,0,1,27.00000171,945.342506,240.3782186,121.7327264,57.82315159,98.22275457,52.81376718,54.82692432,38.79160599,45.09467878,6.484868559,65.1269062,29.56318527,33.78656712,34.97904346,24.88118361,15.54742732,25.28949704,C46023,294,6,8,23,42,19,5,21,37,29,2,3,90,2,1,284,175,109,176,81,48,6,31,10,1150,391.8016844,458.7094278,0,33.5674818,0,0,29.6551089,236.2662971,125.4402359,10.82859126,14.18058252,6.451075642,0,49.94246093,29.42335092,46-23,202,88,Cook,0.124626124,0.437686922,0.370887345,0.002991027,0.035892331,0,0.000997009,0.026919242,0.254276325,0.128771028,0.061166351,0.103901765,0.055867336,0.057996889,0.041034446,0.047701948,0.006859809,0.068892392,0.03127246,0.035740027,0.03700145,0.026319755,0.016446343,0.026751677,0.176136364,0.460227273
37033,33,1731253.457,5998.472628,37,1257.000002,1.000000016,1188.000002,2,0,0,2,4.000000047,60.00000011,9,13,3,0,0,30.00000011,5,915.0000014,45.00000006,1.000000016,864.0000013,1,0,0,1,3.000000047,432.0263501,93.83525182,120.2081806,59.90326515,28.69590728,13.31446698,9.671563091,27.64145695,6.706245516,27.25234203,4.762824573,22.73190534,11.24011291,1.500648041,2.081841928,0.367384131,2.112953737,C37033,246,5,4,78,62,27,2,2,9,6,17,0,29,2,0,273,165,108,267,141,13,13,98,2,1257,8.394324853,1045.382959,0,0,0,0,0,203.2227161,76.34162706,5.788381743,0,0,0,121.0927073,0,37-33,165,69,Cook,0.049180328,0.001092896,0.944262295,0.001092896,0,0,0.001092896,0.003278689,0.217197983,0.278242706,0.138656508,0.06642166,0.030818646,0.022386512,0.063980951,0.01552277,0.063080277,0.011024384,0.052616942,0.026017193,0.00347351,0.004818785,0.000850374,0.004890798,0.367041199,0.528089888
40024,24,2277514.716,7572.6044,40,1811.000079,787.0000496,89.99999935,1.000000495,583.0000139,4,8,42.00000025,296.000015,173.0000064,9,1,0,0,91.00000987,21.99999876,1400.000055,214.0000082,648.0000362,59.99999984,4.95E-07,443.0000099,2,4,29,860.0212513,67.12779738,118.8556127,52.42283223,51.89738608,23.74425044,48.4512032,44.05743782,62.38991431,7.12219608,64.69484375,74.75983519,61.68368745,73.95706631,53.13497738,39.02593883,16.69627208,C40024,255,27,23,6,39,41,8,13,26,19,0,0,46,0,1,263,142,121,212,134,9,21,45,3,1811,1051.995815,3.387807121,0,327.5143128,0,2.110983982,38.32641834,387.6646628,336.4876939,10.28847771,0,0,0,38.07384582,2.814645309,40-24,157,102,Cook,0.152857143,0.462857151,0.042857141,3.54E-10,0.316428566,0.001428571,0.002857143,0.020714285,0.07805365,0.138200786,0.060955275,0.060344307,0.027608911,0.056337216,0.051228313,0.072544619,0.008281419,0.075224704,0.086927893,0.071723446,0.085994464,0.061783331,0.045377877,0.01941379,0.212264151,0.632075472
46014,14,433605.7551,2629.884777,46,2080.999939,367.9999928,1172.999973,1.000000023,271.9999874,0,7.999999979,65.99999869,192.9999874,69.99999525,16.99999948,0.999999997,4.999999996,0,83.99999298,15.99999973,1578.999954,136.9999907,348.9999933,816.9999808,1.00000001,224.99999,0,6.999999981,42.99999922,763.5754272,215.5316707,118.0414741,47.49307937,78.40324344,45.4830806,31.57332772,35.479385,37.45377773,6.51513305,45.49910572,14.53375687,24.52320793,35.02094694,5.493223148,6.013968368,16.51704644,C46014,327,13,10,29,87,38,7,11,27,56,6,0,38,2,1,428,217,211,287,130,48,20,74,15,2081,611.2289813,967.6371489,0,104.932948,0,0,105.004285,292.1966368,100.2489749,0,58.54368932,0,0,110.4081451,22.99582754,46-14,172,127,Cook,0.086763771,0.221025968,0.517416089,0.000633312,0.142495248,0,0.004433186,0.027232426,0.282266379,0.154590457,0.062198282,0.102679108,0.05956593,0.041349324,0.046464807,0.049050528,0.008532403,0.059586917,0.01903382,0.032116287,0.045864424,0.007194081,0.007876063,0.021631192,0.257839721,0.452961672
7007,7,1941221.812,6826.871944,7,1524,24,1457,1,0,0,2,9.000000002,31,5,12,0,0,0,14,0,1091,19,20,1042,1,0,0,2,7.000000001,690.4655021,140.3757099,117.6315079,91.09008569,28.00000295,79.79691892,45.48116603,28.00000177,10.00000225,10.65411741,2.315762199,43.12021979,48.00000295,18.00000416,18.0000005,9.999999594,3.00E-15,C07007,195,3,4,58,43,15,0,3,9,20,3,1,30,3,0,225,125,100,240,120,70,7,27,16,1524,16.96591317,1167.673136,0,0,0,0,9.162828947,330.1981215,104.8634868,69.56654258,0,0,0,155.7680921,0,7-Jul,132,75,Cook,0.017415215,0.018331806,0.955087076,0.00091659,0,0,0.001833181,0.006416132,0.203305899,0.170365511,0.131925615,0.040552356,0.115569741,0.065870295,0.040552354,0.014482986,0.01543034,0.003353914,0.06245094,0.069518322,0.026069375,0.02606937,0.014482982,4.34E-18,0.1125,0.5
46040,40,1080720.867,4462.342818,46,1327.999807,677.9999473,435.9998975,4.999999257,87.99998406,0,0.999999976,23.99999881,95.99998014,57.99999159,4.999999059,1.000000119,0,0,20.99998985,10.99999952,1113.999815,77.99998328,629.9999449,300.9999049,3.999998924,79.9999848,0,0.999999976,19.99999844,941.0875748,214.4345992,117.4465109,36.37053431,58.34440002,50.76720473,78.80281967,74.25650587,15.15439054,43.19000843,40.15913457,40.15913327,37.88598703,25.00474378,3.07E-06,82.59141719,26.5201822,C46040,334,17,20,8,58,44,2,14,20,33,0,0,114,3,0,297,165,132,272,112,55,9,80,16,1328,457.3736842,439.0263158,0,327.6315789,0,0,5.678947368,98.28947368,72.95263158,2.184210526,0,20.96842105,0,2.184210526,0,46-40,263,76,Cook,0.07001795,0.565529667,0.270197446,0.003590664,0.071813284,0,0.000897666,0.017953323,0.227858283,0.124798705,0.038647343,0.061996781,0.05394525,0.083735905,0.07890499,0.016103061,0.045893719,0.042673111,0.04267311,0.040257664,0.02657005,3.26E-09,0.08776167,0.028180355,0.294117647,0.411764706
43032,32,17440892.34,29608.1158,43,1267.001069,1062.000902,40.00001993,1.000000837,94.00007435,7.40E-07,2.000003163,27.00002449,41.00004306,31.00003563,2,0,1.000000189,0,3.000006082,4.000001154,1152.001013,36.00004179,983.0008634,32.00001921,1.000000521,80.00007026,7.40E-07,2.000000944,18.00001577,2413.599768,181.0301446,116.3922389,143.5124437,59.25093132,41.59809784,29.61019338,41.87700357,76.55590236,81.58776881,251.8352349,278.1193488,257.3533709,244.4493595,156.7994435,183.556913,270.0713729,C43032,361,6,28,5,47,88,21,13,37,16,3,1,91,1,3,353,298,55,252,94,58,18,66,16,1267,958.0296796,21.62784091,0,93.22552703,0,0,76.84801372,117.2689388,69.7421796,0,0,0,0,47.04403034,0.482728843,43-32,264,67,Cook,0.031250009,0.853298611,0.02777777,0.000868055,0.069444444,6.42E-10,0.00173611,0.015625,0.07500421,0.048223504,0.059459918,0.024548781,0.017234878,0.012268063,0.017350434,0.031718557,0.033803355,0.104340097,0.115230103,0.106626365,0.10127999,0.064964973,0.076051098,0.111895674,0.261904762,0.373015873
20009,9,2309478.76,6964.516481,20,1261,42.00000153,1153.000002,1,7,0,3.999998565,20.99999968,32.99999863,13.99999858,8.000000053,1,0,0,9,1,927.9999958,21.99999863,40.00000131,847.9999967,1,6,0,0.999999524,9.99999963,676.8580722,177.5394461,115.8169947,64.56151728,57.44989179,11.38227196,43.45004992,33.23323942,32.65508213,4.538117356,21.32505857,33.74742462,17.10873225,33.58862339,6.55475724,22.2166015,1.690263997,C20009,390,7,7,86,102,21,5,12,12,53,5,0,74,3,0,319,174,145,190,71,4,24,88,3,1261,19.38669643,1184.482558,0,7.527041357,0,4.739665787,28.84384499,16.02019323,12.54617414,0,0,0,0,0,3.474019088,20-9,236,151,Cook,0.023706895,0.04310345,0.913793104,0.001077586,0.006465517,0,0.001077586,0.010775862,0.26229937,0.171109719,0.095384128,0.084877309,0.016816335,0.064193738,0.049099273,0.048245095,0.006704681,0.031505953,0.049858938,0.025276691,0.049624323,0.009684094,0.032823131,0.002497221,0.463157895,0.373684211
4025,25,18890961.25,37780.95597,4,1225.999831,772.9998976,148.999976,5.11E-08,194.9999721,0,2.56E-08,31.99999481,76.99999054,44.99999328,2.999999774,2.56E-08,8.36E-07,0,21.99999749,6.999999134,1141.99984,65.99999151,735.9999001,139.9999778,5.11E-08,178.9999743,0,2.56E-08,20.99999666,2244.305247,215.6378029,115.2869482,134.3565961,17.66780329,81.70868718,1.83E-07,6.368437875,31.60049061,18.16218469,69.54826152,194.7394406,359.1689264,322.1343801,142.7198075,210.4833949,324.7220849,C04025,383,10,18,15,78,75,8,18,32,19,2,0,95,9,4,340,253,87,133,65,1,2,64,1,1226,640.6572391,144.4781145,0,258.4094276,0,0,28.8956229,153.559596,114.7569024,0,0,0,0,38.8026936,0,25-Apr,299,89,Cook,0.057793346,0.644483365,0.122591942,4.48E-11,0.156742556,0,2.24E-11,0.018388791,0.096082208,0.051368658,0.059865563,0.007872282,0.036407119,8.14E-11,0.002837599,0.0140803,0.008092564,0.030988771,0.086770479,0.160035685,0.143534121,0.063591977,0.093785547,0.14468713,0.481203008,0.488721805
